id,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
117,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 23:59:00",N/A,"2024-09-02 05:45:00",4.4,850.00,10
118,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Ubc travels","A/C Semi Sleeper (2+2)","2024-09-01 00:25:00",N/A,"2024-09-01 04:40:00",2.6,700.00,4
119,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 01:00:00",N/A,"2024-09-01 05:00:00",2.3,850.00,2
120,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Blue Bird Travels","A/C Seater Push Back (2+2)","2024-09-01 01:00:00",N/A,"2024-09-01 05:31:00",2.3,549.00,19
121,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Ubc travels","A/C Seater/Sleeper (2+1)","2024-09-01 01:45:00",N/A,"2024-09-01 05:40:00",2.6,900.00,12
122,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Madhavi Travels","A/C Sleeper (2+1)","2024-09-01 22:20:00",N/A,"2024-09-02 02:35:00",3.9,999.00,18
123,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Galaxy Tours","2+1 Air Suspension A/C Seater / Sleeper","2024-09-01 21:45:00",N/A,"2024-09-02 02:00:00",2.8,700.00,39
124,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"EMERALD TRAVELS","A/C Semi Sleeper (2+2)","2024-09-01 21:55:00",N/A,"2024-09-02 02:40:00",2.7,700.00,37
125,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"SG Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 23:59:00",N/A,"2024-09-02 05:55:00",0,900.00,24
126,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Arya Travels","A/C Sleeper (2+1)","2024-09-01 23:59:00",N/A,"2024-09-02 05:30:00",2.3,799.00,21
127,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Kalpaka Travels 1","A/C Semi Sleeper (2+2)","2024-09-01 23:59:00",N/A,"2024-09-02 05:00:00",2.3,600.00,36
128,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Arya Travels","A/C Sleeper (2+1)","2024-09-01 23:59:00",N/A,"2024-09-02 05:30:00",2.8,749.00,6
129,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"EMERALD TRAVELS","A/C Sleeper (2+1)","2024-09-01 21:55:00",N/A,"2024-09-02 02:40:00",3.1,1100.00,30
130,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"LIYAS TOURS","Bharat Benz A/C Sleeper (2+1)","2024-09-01 23:05:00",N/A,"2024-09-02 03:15:00",3.8,1299.00,15
131,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"PHOENIX TRAVELS","A/C Sleeper (2+1)","2024-09-01 02:25:00",N/A,"2024-09-01 04:29:00",4.4,1000.00,36
132,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"AURA CONNECT","A/C Sleeper (2+1)","2024-09-01 00:10:00",N/A,"2024-09-01 04:50:00",2.7,3899.00,30
133,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 22:45:00",N/A,"2024-09-02 03:50:00",2,1000.00,18
134,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"KSRTC (Kerala) - 788","Super Fast Non AC Seater (2+3)","2024-09-01 07:00:00",N/A,"2024-09-01 16:00:00",3.9,432.00,21
135,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"KSRTC (Kerala) - 2132","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 07:32:00",N/A,"2024-09-01 16:29:00",4.1,567.00,22
136,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"KSRTC (Kerala) - 580","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 08:06:00",N/A,"2024-09-01 16:36:00",3.4,469.00,16
137,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"KSRTC (Kerala) - 53","SWIFT-GARUDA A/C SEATER BUS","2024-09-01 08:29:00",N/A,"2024-09-01 16:20:00",3.9,627.00,5
138,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"KSRTC (Kerala) - 579","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 10:00:00",N/A,"2024-09-01 18:30:00",3.8,469.00,20
139,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"KSRTC (Kerala) - 55","SWIFT-GARUDA A/C SEATER BUS","2024-09-01 12:02:00",N/A,"2024-09-01 19:55:00",3.6,627.00,12
140,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"KSRTC (Kerala) - 805","Super Fast Non AC Seater (2+3)","2024-09-01 13:32:00",N/A,"2024-09-01 22:32:00",4.3,432.00,35
141,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"KSRTC (Kerala) - 578","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 18:00:00",N/A,"2024-09-02 04:00:00",3.9,513.00,22
142,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"KSRTC (Kerala) - 72","SWIFT-GARUDA A/C SEATER BUS","2024-09-01 19:00:00",N/A,"2024-09-02 03:35:00",3.4,688.00,26
143,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"KSRTC (Kerala) - 1583","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:02:00",N/A,"2024-09-02 05:21:00",3.2,640.00,12
144,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"KSRTC (Kerala) - 234","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 21:00:00",N/A,"2024-09-02 06:00:00",3.8,620.00,2
145,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"KSRTC (Kerala) - 1584","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 21:29:00",N/A,"2024-09-02 06:38:00",2.9,640.00,17
146,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"KSRTC (Kerala) - 50","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 22:06:00",N/A,"2024-09-02 06:41:00",3.4,640.00,16
147,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"KSRTC (Kerala) - 549","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:15:00",N/A,"2024-09-02 06:13:00",1.7,640.00,18
148,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"KSRTC (Kerala) - 96","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 23:05:00",N/A,"2024-09-02 07:30:00",2.2,567.00,10
149,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"KSRTC (Kerala) - 170","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 23:50:00",N/A,"2024-09-02 06:40:00",2.5,567.00,11
150,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"MMK Travels","VE A/C Seater / Sleeper (2+1)","2024-09-01 21:30:00",N/A,"2024-09-02 06:00:00",4.4,900.00,30
151,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"Kyros Connect","Bharat Benz A/C Semi Sleeper (2+2)","2024-09-01 12:15:00",N/A,"2024-09-01 20:45:00",4.4,799.00,16
152,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"NS Transports","VE A/C Sleeper (2+1)","2024-09-01 21:16:00",N/A,"2024-09-02 06:30:00",4.4,1049.00,11
153,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"DLT BUS","A/C Sleeper (2+1)","2024-09-01 21:45:00",N/A,"2024-09-02 06:30:00",4.2,1200.00,11
154,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"Silver Line Travels","NON A/C Semi Sleeper (2+2)","2024-09-01 20:30:00",N/A,"2024-09-02 05:45:00",4.2,699.00,30
155,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"NS Transports","Non A/C Seater / Sleeper (2+1)","2024-09-01 20:30:00",N/A,"2024-09-02 06:35:00",4.2,749.00,16
156,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"P K Travels","A/C Sleeper (2+1)","2024-09-01 20:00:00",N/A,"2024-09-02 06:00:00",4.2,1100.00,9
157,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"SAAM BUS","VE A/C Sleeper (2+1)","2024-09-01 20:30:00",N/A,"2024-09-02 06:15:00",4.3,900.00,19
158,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"Suraj Holidays","VE A/C Sleeper (2+1)","2024-09-01 22:00:00",N/A,"2024-09-02 07:15:00",3.9,1000.00,23
159,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"DA Transports","A/C Sleeper (2+1)","2024-09-01 21:50:00",N/A,"2024-09-02 06:45:00",3.7,899.00,24
160,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"SURAJ TRAVEL HOUSE","VE A/C Seater / Sleeper (2+1)","2024-09-01 20:45:00",N/A,"2024-09-02 06:00:00",3.4,700.00,17
161,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"NS Transports","Non A/C Seater / Sleeper (2+1)","2024-09-01 19:30:00",N/A,"2024-09-02 04:30:00",3.8,800.00,2
162,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"National travels and logistics","NON A/C Sleeper (2+1)","2024-09-01 20:45:00",N/A,"2024-09-02 06:15:00",4.1,849.00,19
163,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"SKS Tours & Travels","A/C Sleeper (2+1)","2024-09-01 21:00:00",N/A,"2024-09-02 06:00:00",4.3,999.00,15
164,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"SKS Tourist Corporation (REGD)","A/C Sleeper (2+1)","2024-09-01 21:30:00",N/A,"2024-09-02 06:30:00",3.7,899.00,11
165,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 21:10:00",N/A,"2024-09-02 07:15:00",3.3,899.00,17
166,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"P K Travels","Non A/C Seater / Sleeper (2+1)","2024-09-01 21:00:00",N/A,"2024-09-02 06:00:00",4.3,799.00,17
167,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"A1 Travels","Non A/C Seater / Sleeper (2+1)","2024-09-01 21:30:00",N/A,"2024-09-02 06:30:00",3,600.00,24
168,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"Vijay Lines","A/C Seater / Sleeper (2+1)","2024-09-01 21:00:00",N/A,"2024-09-02 07:10:00",4.6,666.00,19
169,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"Bharathi Travels","A/C Sleeper (2+1)","2024-09-01 15:00:00",N/A,"2024-09-01 23:30:00",3,1290.00,19
170,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"A1 Travels","A/C Seater / Sleeper (2+1)","2024-09-01 22:00:00",N/A,"2024-09-02 06:00:00",2.8,850.00,37
171,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"National travels and logistics","A/C Sleeper (2+1)","2024-09-01 21:00:00",N/A,"2024-09-02 06:15:00",2.6,949.00,19
172,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"A1 Travels","A/C Seater / Sleeper (2+1)","2024-09-01 20:00:00",N/A,"2024-09-02 05:30:00",1.8,799.00,29
173,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"Orange Tours And Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 14:00:00",N/A,"2024-09-01 23:30:00",2.5,1800.00,17
174,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"P K Travels","A/C Seater / Sleeper (2+1)","2024-09-01 21:45:00",N/A,"2024-09-02 06:00:00",4,900.00,27
175,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"Sam Tourist","NON AC Seater / Sleeper 2+1","2024-09-01 21:00:00",N/A,"2024-09-02 06:30:00",3.4,599.00,25
176,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 13:45:00",N/A,"2024-09-01 23:10:00",3.4,1000.00,23
177,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"FAST LINE BUS","A/C Sleeper (2+1)","2024-09-01 21:15:00",N/A,"2024-09-02 06:15:00",5,2699.00,34
178,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"DA Transports","A/C Sleeper (2+1)","2024-09-01 22:00:00",N/A,"2024-09-02 07:45:00",3.7,899.00,36
179,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"Suraj Holidays","NON AC Seater / Sleeper 2+1","2024-09-01 21:00:00",N/A,"2024-09-02 05:55:00",2.8,800.00,22
180,"Kozhikode to Bangalore",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,"CHANCHALAS TOURS AND TRAVELS","A/C Semi Sleeper (2+2)","2024-09-01 06:15:00",N/A,"2024-09-01 14:30:00",4.3,854.00,1
181,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2897","Low Floor AC Seater 2+2","2024-09-01 03:00:00",N/A,"2024-09-01 09:15:00",2.7,383.00,20
182,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 325","Super Fast Non AC Seater (2+3)","2024-09-01 03:15:00",N/A,"2024-09-01 08:35:00",2.7,269.00,19
183,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 500","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 03:30:00",N/A,"2024-09-01 07:25:00",2.5,309.00,3
184,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2899","Low Floor AC Seater 2+2","2024-09-01 04:00:00",N/A,"2024-09-01 10:15:00",2.7,383.00,26
185,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2386","Low Floor AC Seater 2+2","2024-09-01 04:28:00",N/A,"2024-09-01 10:09:00",2.7,383.00,6
186,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2901","Low Floor AC Seater 2+2","2024-09-01 05:00:00",N/A,"2024-09-01 11:15:00",2.7,383.00,29
187,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2717","Super Fast Non AC Seater (2+3)","2024-09-01 05:19:00",N/A,"2024-09-01 11:05:00",2.7,209.00,38
188,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2809","Super Fast Non AC Seater (2+3)","2024-09-01 05:55:00",N/A,"2024-09-01 11:40:00",2.7,261.00,41
189,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 1869","Low Floor AC Seater 2+2","2024-09-01 06:34:00",N/A,"2024-09-01 12:00:00",3.4,383.00,5
190,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 247","Super Fast Non AC Seater (2+3)","2024-09-01 06:34:00",N/A,"2024-09-01 12:45:00",1.2,230.00,44
191,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 691","Super Fast Non AC Seater (2+3)","2024-09-01 07:24:00",N/A,"2024-09-01 13:25:00",2.7,269.00,21
192,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2817","Super Fast Non AC Seater (2+3)","2024-09-01 07:40:00",N/A,"2024-09-01 13:10:00",2.7,269.00,44
193,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 834","Super Fast Non AC Seater (2+3)","2024-09-01 07:54:00",N/A,"2024-09-01 12:45:00",2.4,220.00,40
194,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 1874","Low Floor AC Seater 2+2","2024-09-01 08:54:00",N/A,"2024-09-01 14:25:00",2.8,383.00,8
195,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 563","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 09:40:00",N/A,"2024-09-01 14:40:00",2.7,309.00,31
196,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2882","Super Fast Non AC Seater (2+3)","2024-09-01 09:54:00",N/A,"2024-09-01 15:15:00",2.7,220.00,38
197,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2381","Low Floor AC Seater 2+2","2024-09-01 10:02:00",N/A,"2024-09-01 15:08:00",2.7,383.00,16
198,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 1888","Low Floor AC Seater 2+2","2024-09-01 13:09:00",N/A,"2024-09-01 18:45:00",3.5,383.00,19
199,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 780","Super Fast Non AC Seater (2+3)","2024-09-01 13:20:00",N/A,"2024-09-01 19:10:00",2.7,269.00,49
200,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 277","Super Fast Non AC Seater (2+3)","2024-09-01 13:25:00",N/A,"2024-09-01 18:55:00",3.8,269.00,48
201,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 722","Super Fast Non AC Seater (2+3)","2024-09-01 13:34:00",N/A,"2024-09-01 19:25:00",2.7,269.00,47
202,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2385","Low Floor AC Seater 2+2","2024-09-01 14:59:00",N/A,"2024-09-01 20:45:00",2.7,383.00,23
203,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 1997","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 15:25:00",N/A,"2024-09-01 19:50:00",3.5,278.00,25
204,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2711","Super Fast Non AC Seater (2+3)","2024-09-01 16:00:00",N/A,"2024-09-01 21:30:00",2.7,269.00,50
205,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2913","Super Fast Non AC Seater (2+3)","2024-09-01 16:05:00",N/A,"2024-09-01 21:20:00",2.7,269.00,48
206,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 765","Super Fast Non AC Seater (2+3)","2024-09-01 16:30:00",N/A,"2024-09-01 22:20:00",2.7,269.00,50
207,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2819","Super Fast Non AC Seater (2+3)","2024-09-01 16:55:00",N/A,"2024-09-01 22:15:00",2.7,269.00,50
208,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 1867","Low Floor AC Seater 2+2","2024-09-01 16:59:00",N/A,"2024-09-01 22:00:00",1.9,383.00,27
209,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 833","Super Fast Non AC Seater (2+3)","2024-09-01 17:00:00",N/A,"2024-09-01 22:15:00",3.5,230.00,49
210,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2572","Super Fast Non AC Seater (2+3)","2024-09-01 17:10:00",N/A,"2024-09-01 23:50:00",2.7,261.00,43
211,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 723","Super Fast Non AC Seater (2+3)","2024-09-01 17:10:00",N/A,"2024-09-01 22:45:00",3.6,269.00,50
212,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 74","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 17:15:00",N/A,"2024-09-01 21:55:00",2.6,309.00,39
213,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2569","Super Fast Non AC Seater (2+3)","2024-09-01 18:00:00",N/A,"2024-09-02 00:35:00",2.7,261.00,43
214,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 549","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 18:05:00",N/A,"2024-09-01 22:15:00",2.5,309.00,26
215,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 665","Super Fast Non AC Seater (2+3)","2024-09-01 18:20:00",N/A,"2024-09-02 00:15:00",2.7,269.00,50
216,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2517","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 18:36:00",N/A,"2024-09-01 23:16:00",1.5,309.00,35
217,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 588","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 18:45:00",N/A,"2024-09-02 00:00:00",1.9,293.00,35
218,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 699","Super Fast Non AC Seater (2+3)","2024-09-01 18:59:00",N/A,"2024-09-02 00:45:00",2.7,255.00,48
219,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 1211","AC MULTI AXLE","2024-09-01 19:10:00",N/A,"2024-09-02 00:05:00",2.2,494.00,20
220,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2367","Low Floor AC Seater 2+2","2024-09-01 19:14:00",N/A,"2024-09-02 00:30:00",2.8,383.00,28
221,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 1703","Super Fast Non AC Seater (2+3)","2024-09-01 19:41:00",N/A,"2024-09-02 01:25:00",2.7,255.00,50
222,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 486","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:05:00",N/A,"2024-09-02 00:30:00",1.1,309.00,37
223,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 2131","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:29:00",N/A,"2024-09-02 01:50:00",2.7,288.00,32
224,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 1882","Low Floor AC Seater 2+2","2024-09-01 21:14:00",N/A,"2024-09-02 02:30:00",2.6,383.00,25
225,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 570","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 21:20:00",N/A,"2024-09-02 01:45:00",2.9,309.00,37
226,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"KSRTC (Kerala) - 915","Super Fast Non AC Seater (2+3)","2024-09-01 21:35:00",N/A,"2024-09-02 03:10:00",2.7,261.00,36
