id,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
245,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"Madhavi Travels","A/C Sleeper (2+1)","2024-09-01 21:40:00",N/A,"2024-09-02 02:35:00",3.9,899.00,32
246,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"Adrin Travels","A/C Seater/Sleeper (2+1)","2024-09-01 21:00:00",N/A,"2024-09-02 02:00:00",5,700.00,32
247,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"UFO Bus","A/C Sleeper (2+1)","2024-09-01 21:15:00",N/A,"2024-09-02 02:45:00",3.8,800.00,25
248,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 21:15:00",N/A,"2024-09-02 02:20:00",4.4,700.00,31
249,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 21:15:00",N/A,"2024-09-02 02:30:00",4.4,900.00,2
250,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"UFO Bus","A/C Sleeper (2+1)","2024-09-01 21:15:00",N/A,"2024-09-02 02:45:00",3.8,800.00,26
251,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"Sonia Travels","A/C Semi Sleeper (2+2)","2024-09-01 21:20:00",N/A,"2024-09-02 02:30:00",3.7,600.00,32
252,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"UFO Bus","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 21:30:00",N/A,"2024-09-02 02:45:00",4.7,630.00,23
253,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"Madhavi Travels","A/C Seater (2+2)","2024-09-01 22:10:00",N/A,"2024-09-02 03:35:00",3,649.00,30
254,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"Madhavi Travels","A/C Sleeper (2+1)","2024-09-01 21:45:00",N/A,"2024-09-02 03:00:00",3.9,899.00,23
255,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"Arya Travels","A/C Sleeper (2+1)","2024-09-01 21:45:00",N/A,"2024-09-02 03:15:00",3.2,799.00,23
256,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"Arya Travels","A/C Sleeper (2+1)","2024-09-01 21:45:00",N/A,"2024-09-02 03:15:00",3.2,695.00,8
257,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 21:50:00",N/A,"2024-09-02 02:29:00",3.7,700.00,42
258,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"Madhavi Travels","A/C Sleeper (2+1)","2024-09-01 23:59:00",N/A,"2024-09-02 04:30:00",3.8,999.00,24
259,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"Surya Connect","Volvo A/C Semi Sleeper (2+2)","2024-09-01 22:00:00",N/A,"2024-09-02 02:10:00",4.4,630.00,31
260,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"Kalpaka Travels 1","A/C Semi Sleeper (2+2)","2024-09-01 22:00:00",N/A,"2024-09-02 03:00:00",4.5,600.00,36
261,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"A1 Travels","Bharat Benz A/C Seater /Sleeper (2+1)","2024-09-01 23:59:00",N/A,"2024-09-02 05:30:00",3.6,700.00,35
262,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"A1 Travels","A/C Seater / Sleeper (2+1)","2024-09-01 01:30:00",N/A,"2024-09-01 07:00:00",2.3,700.00,21
263,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"SG Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 21:45:00",N/A,"2024-09-02 02:30:00",0,900.00,30
264,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"EMERALD TRAVELS","Bharat Benz A/C Semi Sleeper (2+2)","2024-09-01 23:30:00",N/A,"2024-09-02 04:30:00",2.8,700.00,36
265,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"A1 Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 23:45:00",N/A,"2024-09-02 04:00:00",2,900.00,26
266,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"A1 Travels","Bharat Benz A/C Seater /Sleeper (2+1)","2024-09-01 23:59:00",N/A,"2024-09-02 05:00:00",2.9,750.00,39
267,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 23:59:00",N/A,"2024-09-02 03:40:00",2.1,950.00,22
268,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"Sheraton Travels","A/C Seater/Sleeper (2+1)","2024-09-01 21:00:00",N/A,"2024-09-02 01:45:00",4.3,1000.00,48
269,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"Arya Travels","A/C Sleeper (2+1)","2024-09-01 21:45:00",N/A,"2024-09-02 03:15:00",3.2,1249.00,6
270,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"LIYAS TOURS","Bharat Benz A/C Sleeper (2+1)","2024-09-01 22:40:00",N/A,"2024-09-02 03:40:00",3.7,1149.00,19
271,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"BLM Transports","A/C Sleeper (2+1)","2024-09-01 00:55:00",N/A,"2024-09-01 05:00:00",1.9,1093.00,8
272,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"AURA CONNECT","A/C Sleeper (2+1)","2024-09-01 21:35:00",N/A,"2024-09-02 02:20:00",2.7,999.00,30
273,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 22:10:00",N/A,"2024-09-02 03:51:00",2.1,1000.00,22
274,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 1126","Super Fast Non AC Seater (2+3)","2024-09-01 03:16:00",N/A,"2024-09-01 09:31:00",4.1,273.00,36
275,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 1127","Super Fast Non AC Seater (2+3)","2024-09-01 05:01:00",N/A,"2024-09-01 11:16:00",4.2,273.00,20
276,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 788","Super Fast Non AC Seater (2+3)","2024-09-01 07:00:00",N/A,"2024-09-01 12:45:00",4.1,285.00,17
277,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 2132","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 07:32:00",N/A,"2024-09-01 12:59:00",4.6,356.00,23
278,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 580","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 08:06:00",N/A,"2024-09-01 13:26:00",3.8,306.00,16
279,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 983","Super Fast Non AC Seater (2+3)","2024-09-01 08:15:00",N/A,"2024-09-01 14:45:00",3.8,266.00,26
280,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 53","SWIFT-GARUDA A/C SEATER BUS","2024-09-01 08:29:00",N/A,"2024-09-01 13:20:00",2.5,391.00,5
281,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 791","Super Fast Non AC Seater (2+3)","2024-09-01 08:45:00",N/A,"2024-09-01 14:15:00",3.8,285.00,39
282,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 796","Super Fast Non AC Seater (2+3)","2024-09-01 09:10:00",N/A,"2024-09-01 14:55:00",4.4,285.00,40
283,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 579","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 10:00:00",N/A,"2024-09-01 15:20:00",2.5,306.00,17
284,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 709","Super Fast Non AC Seater (2+3)","2024-09-01 10:30:00",N/A,"2024-09-01 16:30:00",3.4,285.00,44
285,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 932","Super Fast Non AC Seater (2+3)","2024-09-01 11:15:00",N/A,"2024-09-01 17:00:00",3.4,273.00,35
286,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 55","SWIFT-GARUDA A/C SEATER BUS","2024-09-01 12:02:00",N/A,"2024-09-01 17:05:00",3.5,391.00,10
287,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 1076","Super Fast Non AC Seater (2+3)","2024-09-01 13:00:00",N/A,"2024-09-01 19:15:00",4.4,285.00,47
288,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 805","Super Fast Non AC Seater (2+3)","2024-09-01 13:32:00",N/A,"2024-09-01 18:42:00",4.2,285.00,34
289,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 897","Super Fast Non AC Seater (2+3)","2024-09-01 15:01:00",N/A,"2024-09-01 21:30:00",3.6,273.00,41
290,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 708","Super Fast Non AC Seater (2+3)","2024-09-01 16:01:00",N/A,"2024-09-01 22:25:00",4.1,285.00,50
291,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 898","Super Fast Non AC Seater (2+3)","2024-09-01 16:30:00",N/A,"2024-09-01 22:15:00",4.7,273.00,39
292,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 578","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 18:00:00",N/A,"2024-09-02 01:20:00",3.8,350.00,22
293,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 72","SWIFT-GARUDA A/C SEATER BUS","2024-09-01 19:00:00",N/A,"2024-09-02 00:30:00",2,452.00,25
294,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 1583","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:02:00",N/A,"2024-09-02 02:01:00",3.8,419.00,9
295,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 1584","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 21:29:00",N/A,"2024-09-02 03:33:00",3.8,419.00,15
296,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 50","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 22:06:00",N/A,"2024-09-02 04:01:00",4.6,419.00,14
297,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 549","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:15:00",N/A,"2024-09-02 03:55:00",3.8,419.00,19
298,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 719","Super Fast Non AC Seater (2+3)","2024-09-01 23:00:00",N/A,"2024-09-02 05:40:00",3,319.00,41
299,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 96","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 23:05:00",N/A,"2024-09-02 04:10:00",3.8,356.00,10
300,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"KSRTC (Kerala) - 170","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 23:50:00",N/A,"2024-09-02 04:20:00",2.6,356.00,9
301,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"Kyros Connect","Bharat Benz A/C Semi Sleeper (2+2)","2024-09-01 12:15:00",N/A,"2024-09-01 17:45:00",4.7,599.00,16
302,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"A1 Travels","A/C Seater / Sleeper (2+1)","2024-09-01 20:00:00",N/A,"2024-09-02 04:00:00",3.2,799.00,29
303,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"Suraj Holidays","NON AC Seater / Sleeper 2+1","2024-09-01 21:00:00",N/A,"2024-09-02 03:00:00",3.9,800.00,26
304,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"Sam Tourist","NON AC Seater / Sleeper 2+1","2024-09-01 21:00:00",N/A,"2024-09-02 04:00:00",3.1,599.00,28
305,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"A1 Travels","Non A/C Seater / Sleeper (2+1)","2024-09-01 21:30:00",N/A,"2024-09-02 04:00:00",3.2,600.00,25
306,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"LIYAS TOURS","Bharat Benz A/C Sleeper (2+1)","2024-09-01 03:40:00",N/A,"2024-09-01 08:00:00",2.6,799.00,2
307,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"A1 Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 04:00:00",N/A,"2024-09-01 08:15:00",1.8,400.00,27
308,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"CHANCHALAS TOURS AND TRAVELS","A/C Semi Sleeper (2+2)","2024-09-01 06:15:00",N/A,"2024-09-01 11:20:00",4.3,854.00,1
309,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"Orange Tours And Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 14:00:00",N/A,"2024-09-01 20:30:00",3.3,1200.00,17
310,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"Bharathi Travels","A/C Sleeper (2+1)","2024-09-01 15:00:00",N/A,"2024-09-01 21:00:00",3.1,1290.00,19
311,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"SAAM BUS","VE A/C Sleeper (2+1)","2024-09-01 20:30:00",N/A,"2024-09-02 04:00:00",4.2,900.00,22
312,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"National travels and logistics","NON A/C Sleeper (2+1)","2024-09-01 20:45:00",N/A,"2024-09-02 04:00:00",3.8,849.00,23
313,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"SKS Tours & Travels","A/C Sleeper (2+1)","2024-09-01 21:00:00",N/A,"2024-09-02 04:00:00",4.1,999.00,15
314,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"National travels and logistics","A/C Sleeper (2+1)","2024-09-01 21:00:00",N/A,"2024-09-02 03:15:00",3.8,949.00,21
315,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"NS Transports","VE A/C Sleeper (2+1)","2024-09-01 21:15:00",N/A,"2024-09-02 03:30:00",4.2,1049.00,11
316,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"SKS Tourist Corporation (REGD)","A/C Sleeper (2+1)","2024-09-01 21:30:00",N/A,"2024-09-02 04:45:00",3.7,899.00,31
317,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"DA Transports","A/C Sleeper (2+1)","2024-09-01 21:50:00",N/A,"2024-09-02 04:30:00",3.7,899.00,18
318,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"Suraj Holidays","VE A/C Sleeper (2+1)","2024-09-01 22:00:00",N/A,"2024-09-02 05:00:00",3.6,1000.00,23
319,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"DA Transports","A/C Sleeper (2+1)","2024-09-01 22:00:00",N/A,"2024-09-02 04:40:00",3.7,899.00,36
320,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 03:40:00",N/A,"2024-09-01 08:00:00",2.7,1200.00,16
321,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 13:45:00",N/A,"2024-09-01 19:30:00",2.7,900.00,23
322,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kozhikode-to-mysore,"FAST LINE BUS","A/C Sleeper (2+1)","2024-09-01 21:15:00",N/A,"2024-09-02 04:00:00",0,2699.00,34
323,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 1856","Low Floor AC Seater 2+2","2024-09-01 03:30:00",N/A,"2024-09-01 13:45:00",2.9,723.00,2
324,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 2392","Low Floor AC Seater 2+2","2024-09-01 05:30:00",N/A,"2024-09-01 16:10:00",2.9,723.00,8
325,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 1865","Low Floor AC Seater 2+2","2024-09-01 06:30:00",N/A,"2024-09-01 17:21:00",2.9,742.00,1
326,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 794","Super Fast Non AC Seater (2+3)","2024-09-01 06:40:00",N/A,"2024-09-01 18:40:00",2.9,515.00,42
327,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 1868","Low Floor AC Seater 2+2","2024-09-01 07:30:00",N/A,"2024-09-01 18:20:00",2.9,723.00,12
328,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 1870","Low Floor AC Seater 2+2","2024-09-01 08:30:00",N/A,"2024-09-01 19:25:00",2.9,742.00,15
329,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 671","Super Fast Non AC Seater (2+3)","2024-09-01 09:10:00",N/A,"2024-09-01 19:45:00",2.6,477.00,44
330,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 1873","Low Floor AC Seater 2+2","2024-09-01 09:30:00",N/A,"2024-09-01 20:20:00",2.9,723.00,18
331,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 721","Super Fast Non AC Seater (2+3)","2024-09-01 09:35:00",N/A,"2024-09-01 21:10:00",2.9,515.00,50
332,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 2371","Low Floor AC Seater 2+2","2024-09-01 10:30:00",N/A,"2024-09-01 20:50:00",2.9,742.00,15
333,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 773","Super Fast Non AC Seater (2+3)","2024-09-01 10:55:00",N/A,"2024-09-01 22:00:00",2.9,515.00,45
334,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 2390","Low Floor AC Seater 2+2","2024-09-01 11:30:00",N/A,"2024-09-01 22:15:00",2.9,723.00,17
335,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 1118","Super Fast Non AC Seater (2+3)","2024-09-01 11:50:00",N/A,"2024-09-01 22:45:00",2.9,502.00,46
336,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 1884","Low Floor AC Seater 2+2","2024-09-01 12:30:00",N/A,"2024-09-01 23:00:00",2.9,742.00,17
337,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 1887","Low Floor AC Seater 2+2","2024-09-01 13:30:00",N/A,"2024-09-02 00:00:00",2.9,723.00,26
338,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 427","Super Fast Non AC Seater (2+3)","2024-09-01 13:55:00",N/A,"2024-09-02 01:55:00",2.9,515.00,45
339,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 2369","Low Floor AC Seater 2+2","2024-09-01 14:30:00",N/A,"2024-09-02 01:00:00",2.9,742.00,27
340,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 2391","Low Floor AC Seater 2+2","2024-09-01 15:30:00",N/A,"2024-09-02 01:50:00",2.9,723.00,24
341,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 1883","Low Floor AC Seater 2+2","2024-09-01 16:30:00",N/A,"2024-09-02 02:50:00",2.9,742.00,20
342,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 323","Super Fast Non AC Seater (2+3)","2024-09-01 17:25:00",N/A,"2024-09-02 03:55:00",2.6,515.00,46
343,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 1862","Low Floor AC Seater 2+2","2024-09-01 17:30:00",N/A,"2024-09-02 03:45:00",2.9,723.00,31
344,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 503","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 17:42:00",N/A,"2024-09-02 01:40:00",3.4,586.00,37
345,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 556","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 18:00:00",N/A,"2024-09-02 02:55:00",2.5,586.00,27
346,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 1872","Low Floor AC Seater 2+2","2024-09-01 18:30:00",N/A,"2024-09-02 04:25:00",2.9,742.00,22
347,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 48","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 19:00:00",N/A,"2024-09-02 03:40:00",2.9,565.00,25
348,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 2372","Low Floor AC Seater 2+2","2024-09-01 19:30:00",N/A,"2024-09-02 04:10:00",2.9,723.00,26
349,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 467","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 19:55:00",N/A,"2024-09-02 04:55:00",1.6,586.00,36
350,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 564","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:12:00",N/A,"2024-09-02 05:10:00",3.2,586.00,32
351,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 46","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 20:25:00",N/A,"2024-09-02 05:05:00",2.4,586.00,28
352,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 2393","Low Floor AC Seater 2+2","2024-09-01 20:30:00",N/A,"2024-09-02 06:35:00",2.9,742.00,30
353,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 2206","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:34:00",N/A,"2024-09-02 05:49:00",4.6,565.00,35
354,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 827","Super Fast Non AC Seater (2+3)","2024-09-01 21:00:00",N/A,"2024-09-02 08:35:00",2.6,515.00,48
355,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 531","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 21:15:00",N/A,"2024-09-02 05:05:00",2.7,586.00,26
356,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 1210","SWIFT-HYBRID NON AC SEATER CUM SLEEPER","2024-09-01 21:15:00",N/A,"2024-09-02 06:55:00",2.9,565.00,25
357,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 42","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 21:25:00",N/A,"2024-09-02 06:10:00",2.8,586.00,22
358,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,"KSRTC (Kerala) - 1880","Low Floor AC Seater 2+2","2024-09-01 21:30:00",N/A,"2024-09-02 07:30:00",4.4,723.00,16
